Black Body Radiation Experiment Fri, Nov 29, 2024 1:17 PM
Sensor Position (Degrees)	Light Intensity (Volts)
70.35533	-0.01711
70.60914	-0.01341
70.77157	-0.01775
71.25888	-0.01453
71.56345	-0.00890
71.71574	-0.01196
72.16244	-0.01534
72.49746	-0.00954
72.69036	-0.01148
73.15736	-0.00842
73.48223	-0.01019
73.67513	-0.00616
74.22335	-0.00954
74.52792	-0.01325
74.74112	-0.00987
75.27919	-0.01228
75.67513	-0.00987
75.90863	-0.01164
76.53807	-0.00826
76.89340	0.00623
77.09645	0.02522
77.51269	0.20952
77.78680	0.40637
77.92893	0.51518
78.30457	0.70946
78.52792	0.71284
78.64975	0.69706
78.95431	0.61980
79.13706	0.54914
79.22843	0.50536
79.47208	0.40348
79.64467	0.34183
79.73604	0.30754
80.06091	0.23704
80.30457	0.20179
80.41624	0.18361
80.75127	0.11713
81.02538	0.08574
81.17766	0.07641
81.61421	0.04776
81.87817	0.03488
82.01015	0.02989
82.40609	0.02136
82.72081	0.01396
82.89340	0.01524
83.32995	0.00864
83.63452	0.00848
83.77665	0.00382
84.12183	0.00156
84.29442	-0.00294
84.36548	-0.00311
84.50761	-0.00327
84.55838	-0.00198
84.58883	-0.00520
84.68020	-0.00246
84.77157	-0.00488
84.84264	-0.00713
85.10660	-0.00085
85.32995	-0.00278
85.46193	-0.00600
85.81726	-0.00423
86.06091	-0.00536
86.22335	-0.00182
86.63959	-0.00005
87.04569	-0.00584
87.22843	-0.00858
87.75635	-0.00278
88.03046	-0.00906
88.18274	-0.00262
88.46701	-0.00552
88.52792	-0.00520
88.51777	-0.00890
88.50761	-0.00970
88.50761	-0.00922
88.50761	-0.00987
88.51777	-0.00278
88.52792	-0.00810
88.57868	-0.00745
88.64975	-0.01035
88.73096	-0.01148
88.77157	-0.00842
88.80203	-0.00488
88.79188	-0.00423
88.79188	-0.00568
88.84264	-0.00584
88.87310	-0.00729
88.90355	-0.00745
88.93401	-0.00568
89.03553	-0.00439
89.13706	-0.00697
89.16751	-0.00375
89.32995	-0.00665
89.48223	-0.00649
89.56345	-0.00681
89.78680	-0.00552
89.92893	-0.00826
90.00000	-0.00021
