Black Body Radiation Experiment Fri, Nov 29, 2024 1:11 PM
Sensor Position (Degrees)	Light Intensity (Volts)
82.94416	-0.02226
83.12690	-0.02210
83.59391	-0.02628
83.92893	-0.02081
84.07107	-0.02355
84.45685	-0.02242
84.71066	-0.02483
84.83249	-0.02773
85.16751	-0.02773
85.40102	-0.02628
85.49239	-0.02854
85.75635	-0.02323
85.87817	-0.02822
85.92893	-0.02886
86.05076	-0.02757
86.14213	-0.02934
86.19289	-0.02306
86.34518	-0.03143
86.47716	-0.02870
86.54822	-0.02371
86.78173	-0.02838
86.95431	-0.02966
87.04569	-0.02644
87.30964	-0.02982
87.45178	-0.03031
87.52284	-0.02306
87.70558	-0.02355
87.80711	-0.02838
87.85787	-0.02789
88.03046	-0.02419
88.18274	-0.03127
88.26396	-0.02677
88.54822	-0.02693
88.80203	-0.02789
88.96447	-0.02628
89.44162	-0.02548
89.71574	-0.02483
89.85787	-0.02210
90.21320	-0.02805
