Black Body Radiation Experiment Mon, Nov 25, 2024 4:28 PM
Sensor Position (Degrees)	Light Intensity (Volts)
82.52792	-0.00777
82.72081	-0.01228
82.83249	-0.00970
83.13706	-0.00970
83.34010	-0.01051
83.45178	-0.00858
83.78680	-0.01083
84.06091	-0.00987
84.19289	-0.00632
84.62944	-0.01260
84.91371	-0.01099
85.04569	-0.00810
85.48223	-0.00906
85.77665	-0.00632
85.90863	-0.01035
86.29442	-0.00987
86.50761	-0.01115
86.60914	-0.01341
86.86294	-0.00858
87.03553	-0.00793
87.11675	-0.01421
87.40102	-0.00906
87.62437	-0.01260
87.73604	-0.00713
88.03046	-0.00777
88.26396	-0.00713
88.37563	-0.00987
88.65990	-0.00729
88.90355	-0.01115
88.99492	-0.00906
89.29949	-0.01148
89.49239	-0.01003
89.58376	-0.01502
89.85787	-0.01196
90.03046	-0.01373
