Black Body Radiation Experiment Fri, Nov 29, 2024 1:42 PM
Sensor Position (Degrees)	Light Intensity (Volts)
77.89848	0.10602
78.17259	0.15978
78.31472	0.17636
78.78173	0.21982
79.12690	0.23077
79.32995	0.22385
79.81726	0.17443
80.11168	0.13484
80.23350	0.11552
80.58883	0.07287
80.83249	0.04486
80.93401	0.03569
81.26904	0.01782
81.50254	0.00929
81.61421	0.00027
81.96954	-0.00343
82.24365	-0.00810
82.38579	-0.01389
82.83249	-0.01405
83.15736	-0.01308
83.31980	-0.01099
83.84772	-0.01663
84.25381	-0.01840
84.45685	-0.01727
85.04569	-0.02001
85.44162	-0.02049
85.62437	-0.02081
86.23350	-0.01614
86.58883	-0.01775
86.75127	-0.01534
87.29949	-0.02194
87.64467	-0.01759
88.20305	-0.01743
88.58883	-0.02001
89.18782	-0.02097
89.58376	-0.01679
89.77665	-0.02178
90.30457	-0.01920
